,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
4155,2.70E+07,Paramount Pictures,UK,E. Elias Merhige,Crime,8725813,Suspect Zero,R,27/08/2004,100,5.9,Aaron Eckhart,17171,Zak Penn,2004
4156,50000,Ariztical Entertainment,USA,Q. Allan Brocka,Comedy,155212,Eating Out,UNRATED,24/02/2012,90,5.9,Scott Lunsford,5354,Q. Allan Brocka,2004
4159,2.50E+07,Lions Gate Films,Canada,Nick Hamm,Drama,14379751,Godsend,PG-13,30/04/2004,102,4.8,Robert De Niro,23154,Mark Bomback,2004
4164,1.80E+07,Metro-Goldwyn-Mayer (MGM),USA,Kevin Rodney Sullivan,Comedy,65111277,Barbershop 2: Back in Business,PG-13,06/02/2004,106,5.7,Ice Cube,11281,Mark Brown,2004
4167,3.00E+06,Front Street Pictures,USA,John Curran,Drama,2037545,We Don't Live Here Anymore,R,03/09/2004,101,6.3,Mark Ruffalo,8531,Andre Dubus,2004
4170,1.00E+06,Kim Ki-Duk Film,South Korea,Ki-duk Kim,Crime,238507,3-Iron,R,07/04/2006,88,8.1,Seung-yeon Lee,41640,Ki-duk Kim,2004
4171,3.00E+07,Touchstone Pictures,USA,Charles Stone III,Comedy,21800302,Mr 3000,PG-13,17/09/2004,104,5.5,Bernie Mac,12740,Eric Champnella,2004
4175,1.20E+07,Lucky 7 Productions LLC,UK,Mick Davis,Biography,195378,Modigliani,R,29/09/2004,128,7.4,Andy Garcia,9098,Mick Davis,2004
4176,4.50E+07,DreamWorks,USA,Mike Mitchell,Comedy,11663156,Surviving Christmas,PG-13,22/10/2004,91,5.3,Ben Affleck,18771,Deborah Kaplan,2004
4177,2.00E+07,Universal Pictures,USA,Michael Lembeck,Comedy,8054280,Connie and Carla,PG-13,16/04/2004,108,6.3,Nia Vardalos,7171,Nia Vardalos,2004
4179,6500000,Hart-Sharp Entertainment,USA,Michael Mayer,Drama,1029872,A Home at the End of the World,R,14/10/2004,97,6.8,Colin Farrell,12420,Michael Cunningham,2004
4180,2.00E+07,4 Kids Entertainment,Japan,Hatsuki Tsuji,Animation,19762690,Yu-Gi-Oh!: The Movie,PG,13/08/2004,100,4.6,Dan Green,6776,Masahiro Hikokubo,2004
4181,4.00E+07,Rent Productions LLC,USA,Chris Columbus,Drama,29077547,Rent,PG-13,23/11/2005,135,7,Taye Diggs,43683,Stephen Chbosky,2005
4182,1.50E+08,Warner Bros.,USA,Tim Burton,Adventure,206459076,Charlie and the Chocolate Factory,PG,15/07/2005,115,6.7,Johnny Depp,350762,Roald Dahl,2005
4183,1.50E+08,Warner Bros.,UK,Mike Newell,Adventure,290013036,Harry Potter and the Goblet of Fire,PG-13,18/11/2005,157,7.7,Daniel Radcliffe,429209,Steve Kloves,2005
4184,1.50E+08,Warner Bros.,USA,Christopher Nolan,Action,206852432,Batman Begins,PG-13,15/06/2005,152,8.3,Christian Bale,1075968,Bob Kane,2005
4185,4.00E+07,Universal Pictures,USA,Joss Whedon,Action,25514517,Serenity,PG-13,30/09/2005,119,7.9,Nathan Fillion,255155,Joss Whedon,2005
4186,5.40E+07,Warner Bros.,USA,James McTeigue,Action,70511035,V for Vendetta,R,17/03/2006,132,8.2,Hugo Weaving,867117,Lilly Wachowski,2005
4187,4.00E+07,Dimension Films,USA,Frank Miller,Crime,74103820,Sin City,R,01/04/2005,124,8,Mickey Rourke,690034,Frank Miller,2005
4188,2.80E+07,Focus Features,France,Joe Wright,Drama,38405088,Pride & Prejudice,PG,23/11/2005,129,7.8,Keira Knightley,209548,Jane Austen,2005
4189,5.00E+07,Touchstone Pictures,UK,Garth Jennings,Adventure,51085416,The Hitchhiker's Guide to the Galaxy,PG,29/04/2005,109,6.8,Martin Freeman,165212,Douglas Adams,2005
4190,1.40E+07,Focus Features,USA,Ang Lee,Drama,83043761,Brokeback Mountain,R,13/01/2006,134,7.7,Jake Gyllenhaal,276758,Annie Proulx,2005
4191,4.00E+07,New Line Cinema,USA,David Dobkin,Comedy,209218368,Wedding Crashers,R,15/07/2005,119,7,Owen Wilson,295346,Steve Faber,2005
4192,1.80E+08,Walt Disney Pictures,USA,Andrew Adamson,Adventure,291709845,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",PG,09/12/2005,143,6.9,Tilda Swinton,310549,Ann Peacock,2005
4193,8.20E+07,Paramount Pictures,USA,Peter Segal,Comedy,158119460,The Longest Yard,PG-13,27/05/2005,113,6.4,Adam Sandler,139788,Albert S. Ruddy,2005
4194,4800000,Hostel LLC,USA,Eli Roth,Horror,47326473,Hostel,R,06/01/2006,94,5.9,Jay Hernandez,147832,Eli Roth,2005
4195,1.30E+08,Twentieth Century Fox Film Corporation,USA,Ridley Scott,Action,47398413,Kingdom of Heaven,R,06/05/2005,144,7.2,Orlando Bloom,232742,William Monahan,2005
4196,1.13E+08,Lucasfilm,USA,George Lucas,Action,380262555,Star Wars: Episode III - Revenge of the Sith,PG-13,19/05/2005,140,7.6,Hayden Christensen,570398,George Lucas,2005
4197,1.32E+08,Paramount Pictures,USA,Steven Spielberg,Adventure,234280354,War of the Worlds,PG-13,29/06/2005,116,6.5,Tom Cruise,357995,Josh Friedman,2005
4198,1.00E+08,Warner Bros.,USA,Francis Lawrence,Drama,75976178,Constantine,R,18/02/2005,121,6.9,Keanu Reeves,253723,Jamie Delano,2005
4199,4.30E+07,Twentieth Century Fox Film Corporation,Canada,Rob Bowman,Action,24409722,Elektra,PG-13,14/01/2005,97,4.8,Jennifer Garner,75843,Mark Steven Johnson,2005
4200,2.80E+07,Fox 2000 Pictures,USA,James Mangold,Biography,119519402,Walk the Line,PG-13,18/11/2005,136,7.9,Joaquin Phoenix,198923,Johnny Cash,2005
4202,1.90E+07,Metro-Goldwyn-Mayer (MGM),USA,Andrew Douglas,Drama,65233369,The Amityville Horror,R,15/04/2005,90,6,Ryan Reynolds,91483,Scott Kosar,2005
4203,7.00E+07,Columbia Pictures Corporation,USA,Andy Tennant,Comedy,179495555,Hitch,PG-13,11/02/2005,118,6.6,Will Smith,259673,Kevin Bisch,2005
4204,2.07E+08,Universal Pictures,New Zealand,Peter Jackson,Action,218080025,King Kong,PG-13,14/12/2005,187,7.2,Naomi Watts,340976,Fran Walsh,2005
4205,2.60E+07,Universal Pictures,USA,Judd Apatow,Comedy,109449237,The 40-Year-Old Virgin,R,19/08/2005,116,7.1,Steve Carell,334507,Judd Apatow,2005
4206,1.20E+08,Regency Enterprises,USA,Doug Liman,Action,186336279,Mr. & Mrs. Smith,PG-13,10/06/2005,120,6.5,Brad Pitt,379073,Simon Kinberg,2005
4207,4.00E+06,Twisted Pictures,USA,Darren Lynn Bousman,Horror,87039965,Saw II,R,28/10/2005,93,6.6,Donnie Wahlberg,201006,Leigh Whannell,2005
4208,1500000,Samuel Goldwyn Films,USA,Noah Baumbach,Comedy,7362100,The Squid and the Whale,R,16/12/2005,81,7.4,Owen Kline,64252,Noah Baumbach,2005
4209,7.00E+06,Lions Gate Films,USA,Rob Zombie,Crime,17044981,The Devil's Rejects,R,22/07/2005,107,6.9,Sid Haig,80744,Rob Zombie,2005
4210,4.00E+07,Warner Bros.,USA,Tim Burton,Animation,53359111,Corpse Bride,PG,23/09/2005,77,7.4,Johnny Depp,205383,Tim Burton,2005
4211,3.50E+07,Walt Disney Pictures,USA,Mike Mitchell,Adventure,63946815,Sky High,PG,29/07/2005,100,6.2,Kurt Russell,66438,Paul Hernandez,2005
4212,1.26E+08,DreamWorks,USA,Michael Bay,Action,35818913,The Island,PG-13,22/07/2005,136,6.9,Scarlett Johansson,275721,Caspian Tredwell-Owen,2005
4213,1.50E+07,Gold Circle Films,USA,Clare Kilner,Comedy,31726995,The Wedding Date,PG-13,04/02/2005,90,6.1,Dermot Mulroney,41497,Elizabeth Young,2005
4215,8.80E+07,Universal Pictures,USA,Ron Howard,Biography,61649911,Cinderella Man,PG-13,03/06/2005,144,8,Russell Crowe,156991,Cliff Hollingsworth,2005
4216,7.20E+07,Universal Pictures,USA,Sam Mendes,Action,62658220,Jarhead,R,04/11/2005,125,7,Jake Gyllenhaal,152251,William Broyles Jr.,2005
4217,7.00E+07,DreamWorks,France,Steven Spielberg,Crime,47403685,Munich,R,06/01/2006,164,7.6,Eric Bana,186355,Tony Kushner,2005
4218,5.30E+07,Metro-Goldwyn-Mayer (MGM),USA,F. Gary Gray,Comedy,56046979,Be Cool,PG-13,04/03/2005,118,5.7,John Travolta,61786,Elmore Leonard,2005
4219,5.20E+07,Miramax,USA,Florent-Emilio Siri,Action,34639939,Hostage,R,11/03/2005,113,6.6,Bruce Willis,97552,Robert Crais,2005
4220,3.20E+07,New Line Cinema,USA,David Cronenberg,Crime,31493782,A History of Violence,R,30/09/2005,96,7.5,Viggo Mortensen,198947,John Wagner,2005
4221,1.00E+08,Twentieth Century Fox Film Corporation,USA,Tim Story,Action,154696080,Fantastic Four,PG-13,08/07/2005,106,5.7,Ioan Gruffudd,280250,Mark Frost,2005
4222,1.50E+07,BBC Films,UK,Woody Allen,Drama,23089926,Match Point,R,20/01/2006,124,7.7,Scarlett Johansson,178918,Woody Allen,2005
4223,6.50E+07,Columbia Pictures Corporation,USA,Jon Favreau,Action,29258869,Zathura: A Space Adventure,PG,11/11/2005,101,6.1,Josh Hutcherson,74238,Chris Van Allsburg,2005
4224,2.50E+07,Universal Pictures,USA,Kirk Jones,Comedy,47144110,Nanny McPhee,PG,27/01/2006,97,6.6,Emma Thompson,55077,Emma Thompson,2005
4225,7.50E+07,DreamWorks Animation,USA,Eric Darnell,Animation,193595521,Madagascar,PG,27/05/2005,86,6.9,Chris Rock,294387,Mark Burton,2005
4226,5.00E+07,Warner Bros.,USA,Jay Chandrasekhar,Action,80270227,The Dukes of Hazzard,PG-13,05/08/2005,104,5.1,Seann William Scott,68938,John O'Brien,2005
4227,5.00E+07,Entertainment Manufacturing Company,USA,Andrew Niccol,Crime,24149632,Lord of War,R,16/09/2005,122,7.6,Nicolas Cage,261701,Andrew Niccol,2005
4228,950000,Lions Gate Films,USA,David Slade,Crime,1007962,Hard Candy,R,28/04/2006,104,7.1,Patrick Wilson,138885,Brian Nelson,2005
4229,5.50E+07,Touchstone Pictures,USA,Robert Schwentke,Drama,89707299,Flightplan,PG-13,23/09/2005,98,6.2,Jodie Foster,134241,Peter A. Dowling,2005
4230,8.50E+07,Columbia Pictures Corporation,USA,Rob Marshall,Drama,57490508,Memoirs of a Geisha,PG-13,23/12/2005,145,7.4,Ziyi Zhang,124833,Robin Swicord,2005
4231,2.00E+07,Screen Gems,USA,Scott Derrickson,Drama,75072454,The Exorcism of Emily Rose,PG-13,09/09/2005,119,6.7,Laura Linney,103356,Paul Harris Boardman,2005
4232,3.00E+07,New Line Cinema,USA,Terrence Malick,Biography,12712093,The New World,PG-13,20/01/2006,135,6.7,Colin Farrell,74644,Terrence Malick,2005
4233,3.00E+07,Warner Bros.,Australia,Jaume Collet-Serra,Horror,32064800,La casa de cera,R,06/05/2005,108,5.3,Chad Michael Murray,100354,Charles Belden,2005
4234,6.00E+07,Twentieth Century Fox Film Corporation,USA,Adam Shankman,Adventure,82571173,Cheaper by the Dozen 2,PG,21/12/2005,94,5.5,Steve Martin,46237,Sam Harper,2005
4235,4.50E+07,Paramount Pictures,USA,John Singleton,Action,74494381,Four Brothers,R,12/08/2005,109,6.9,Mark Wahlberg,117043,David Elliot,2005
4236,5.00E+07,Dimension Films,USA,Robert Rodriguez,Action,39177684,The Adventures of Sharkboy and Lavagirl 3-D,PG,10/06/2005,93,3.5,Cayden Boyd,22677,Robert Rodriguez,2005
4237,1.50E+07,Warner Bros.,USA,Shane Black,Comedy,4243756,Kiss Kiss Bang Bang,R,18/11/2005,103,7.6,Robert Downey Jr.,188313,Brett Halliday,2005
4238,3.00E+06,Eden Rock Media,USA,Rob McKittrick,Comedy,16124543,Waiting...,R,07/10/2005,94,6.8,Ryan Reynolds,79505,Rob McKittrick,2005
4239,8.80E+07,Dimension Films,USA,Terry Gilliam,Adventure,37916267,The Brothers Grimm,PG-13,26/08/2005,118,5.9,Matt Damon,103728,Ehren Kruger,2005
4240,6.20E+07,Paramount Pictures,USA,Karyn Kusama,Action,25857987,Æon Flux,PG-13,02/12/2005,93,5.5,Charlize Theron,114477,Phil Hay,2005
4241,2.50E+07,Alcon Entertainment,USA,Ken Kwapis,Comedy,39008741,The Sisterhood of the Traveling Pants,PG,01/06/2005,119,6.5,Amber Tamblyn,47742,Ann Brashares,2005
4242,6.00E+07,Columbia Pictures Corporation,USA,Lee Tamahori,Action,26873932,xXx: State of the Union,PG-13,29/04/2005,101,4.4,Ice Cube,58727,Rich Wilkes,2005
4244,2.60E+07,DreamWorks,USA,Wes Craven,Mystery,57891803,Red Eye,PG-13,19/08/2005,85,6.5,Rachel McAdams,99003,Carl Ellsworth,2005
4245,7.50E+07,Twentieth Century Fox Animation,USA,Chris Wedge,Animation,128200012,Robots,PG,11/03/2005,91,6.3,Ewan McGregor,111639,Ron Mita,2005
4247,5.80E+07,DreamWorks,USA,Mark Waters,Comedy,48318130,Just Like Heaven,PG-13,16/09/2005,95,6.7,Reese Witherspoon,87397,Peter Tolan,2005
4248,475000,Bergman Lustig Productions,USA,Rian Johnson,Action,2060589,Brick,R,14/04/2006,110,7.4,Joseph Gordon-Levitt,89353,Rian Johnson,2005
4249,7.50E+07,Columbia Pictures,USA,Martin Campbell,Action,46464023,The Legend of Zorro,PG,28/10/2005,129,5.9,Antonio Banderas,77748,Roberto Orci,2005
4250,3.00E+07,Coach Carter,USA,Thomas Carter,Biography,67264877,Coach Carter,PG-13,14/01/2005,136,7.3,Samuel L. Jackson,100602,Mark Schwahn,2005
4251,5.00E+07,Walt Disney Pictures,USA,Angela Robinson,Adventure,66023816,Herbie Fully Loaded,G,22/06/2005,101,4.8,Lindsay Lohan,38998,Thomas Lennon,2005
4252,7.00E+07,Warner Bros.,USA,Rob Reiner,Comedy,43000262,Rumor Has It...,PG-13,25/12/2005,97,5.5,Jennifer Aniston,43996,Ted Griffin,2005
4253,5.60E+07,Walt Disney Pictures,Canada,Adam Shankman,Action,113086868,The Pacifier,PG,04/03/2005,95,5.6,Vin Diesel,72886,Thomas Lennon,2005
4254,3.00E+07,Twentieth Century Fox Film Corporation,USA,John Polson,Drama,51100486,Hide and Seek,R,28/01/2005,101,5.9,Robert De Niro,73932,Ari Schlossberg,2005
4255,1.00E+06,"Australian Film Finance Corporation, The",Australia,Greg McLean,Horror,16188180,Wolf Creek,R,25/12/2005,99,6.3,Nathan Phillips,59341,Greg McLean,2005
4256,1.50E+08,Walt Disney Pictures,USA,Mark Dindal,Animation,135386665,Chicken Little,G,04/11/2005,81,5.8,Zach Braff,70253,Mark Dindal,2005
4257,2.50E+07,Columbia Pictures Corporation,USA,Catherine Hardwicke,Biography,11008432,Lords of Dogtown,PG-13,03/06/2005,107,7.1,Heath Ledger,46416,Stacy Peralta,2005
4258,2.20E+07,Di Bonaventura Pictures,USA,Mikael Håfström,Crime,36024076,Derailed,R,11/11/2005,108,6.6,Clive Owen,65085,Stuart Beattie,2005
4259,4.30E+07,Universal Pictures,USA,Iain Softley,Horror,47806295,The Skeleton Key,PG-13,12/08/2005,104,6.5,Kate Hudson,93583,Ehren Kruger,2005
4260,5.00E+07,Columbia Pictures Corporation,USA,John Stockwell,Action,18472363,Into the Blue,PG-13,30/09/2005,110,5.8,Paul Walker,66598,Matt Johnson,2005
4261,6.00E+07,John Wells Productions,UK,Andrzej Bartkowiak,Action,28031250,Doom,R,21/10/2005,105,5.2,Karl Urban,92480,Dave Callaham,2005
4262,7900000,BBC Films,UK,Ol Parker,Comedy,671240,Imagine Me & You,R,25/05/2006,90,6.8,Piper Perabo,25074,Ol Parker,2005
4264,3.20E+07,EuropaCorp,France,Louis Leterrier,Action,43095600,Transporter 2,PG-13,02/09/2005,87,6.3,Jason Statham,167685,Luc Besson,2005
4265,1.50E+07,Universal Pictures,Canada,George A. Romero,Horror,20700082,Tierra de los muertos,R,24/06/2005,93,6.2,John Leguizamo,82522,George A. Romero,2005
4267,7.00E+06,Sony Pictures Classics,USA,Bennett Miller,Biography,28747570,Capote,R,03/02/2006,114,7.4,Philip Seymour Hoffman,108050,Dan Futterman,2005
4268,4.50E+07,Universal Pictures,USA,Susan Stroman,Comedy,19377727,The Producers,PG-13,25/12/2005,134,6.4,Nathan Lane,36654,Mel Brooks,2005
4269,1.00E+07,Focus Features,USA,Jim Jarmusch,Comedy,13744960,Broken Flowers,R,26/08/2005,106,7.2,Bill Murray,86481,Jim Jarmusch,2005
4270,1.30E+08,Paramount Pictures,UK,Breck Eisner,Action,68671925,Sahara,PG-13,08/04/2005,124,6,Matthew McConaughey,81514,Clive Cussler,2005
4271,6500000,Room 9 Entertainment,USA,Jason Reitman,Comedy,24792061,Thank You for Smoking,R,14/04/2006,92,7.6,Aaron Eckhart,198616,Jason Reitman,2005
4272,5.00E+07,Warner Bros.,USA,Stephen Gaghan,Drama,50824620,Syriana,R,09/12/2005,128,7,George Clooney,114811,Stephen Gaghan,2005
4273,2.00E+06,Andrea Sperling Productions,USA,David Ayer,Action,3337931,Harsh Times,R,10/11/2006,116,6.9,Christian Bale,57219,David Ayer,2005
4274,5.00E+07,Regency Enterprises,USA,Marc Forster,Drama,3626883,Stay,R,21/10/2005,99,6.9,Ewan McGregor,65389,David Benioff,2005
4275,17500000,The Weinstein Company,USA,Cory Edwards,Animation,51386611,Hoodwinked!,PG,13/01/2006,80,6.5,Anne Hathaway,48853,Cory Edwards,2005
4276,1.70E+07,The Family Stone,USA,Thomas Bezucha,Comedy,60062868,The Family Stone,PG-13,16/12/2005,103,6.3,Dermot Mulroney,52044,Thomas Bezucha,2005
4277,2.90E+07,Mandalay Pictures,Germany,John Maybury,Drama,6303762,Regresiones de un hombre muerto,R,04/03/2005,103,7.1,Adrien Brody,98068,Tom Bleecker,2005
4278,4.50E+07,Paramount Pictures,USA,Raja Gosnell,Comedy,53412862,"Yours, Mine & Ours",PG,23/11/2005,88,5.4,Dennis Quaid,23229,Ron Burch,2005
4281,5500000,BET Pictures,USA,Darren Grant,Comedy,50633099,Diary of a Mad Black Woman,PG-13,25/02/2005,100,5.7,Kimberly Elise,11095,Tyler Perry,2005
4283,2.00E+07,Miramax,USA,John Madden,Drama,7524766,Proof,PG-13,07/10/2005,100,6.8,Gwyneth Paltrow,38387,David Auburn,2005
4284,5.00E+07,DreamWorks,USA,Hideo Nakata,Horror,76231249,The Ring Two,PG-13,18/03/2005,110,5.4,Naomi Watts,78527,Ehren Kruger,2005
4286,2.00E+06,UK Film Council,Australia,John Hillcoat,Crime,1900725,The Proposition,R,09/06/2006,104,7.4,Ray Winstone,44941,Nick Cave,2005
4287,5.00E+07,New Line Cinema,France,Tony Scott,Action,10169202,Domino,R,14/10/2005,127,6,Keira Knightley,59944,Richard Kelly,2005
4288,8.40E+07,New Line Cinema,USA,Lawrence Guterman,Comedy,17018422,Son of the Mask,PG,18/02/2005,94,2.2,Jamie Kennedy,44519,Lance Khazei,2005
4289,3.00E+07,Touchstone Pictures,USA,Nigel Cole,Comedy,21835784,A Lot Like Love,PG-13,22/04/2005,107,6.6,Ashton Kutcher,61081,Colin Patrick Lynch,2005
4290,6.00E+07,New Line Cinema,Germany,Robert Luketic,Comedy,82931301,Si te casas... te mato,PG-13,13/05/2005,101,5.5,Jennifer Lopez,47280,Anya Kochoff,2005
4291,3.00E+07,Touchstone Pictures,USA,Walter Salles,Drama,25473352,Dark Water,PG-13,08/07/2005,105,5.6,Jennifer Connelly,53073,Kôji Suzuki,2005
4292,4.00E+07,Cent Productions Inc.,USA,Jim Sheridan,Biography,30981850,Get Rich or Die Tryin',R,09/11/2005,117,5.1,50 Cent,38564,Terence Winter,2005
4293,3.00E+07,Screen Gems,USA,Bruce Hunt,Adventure,15007991,The Cave,PG-13,26/08/2005,97,5.1,Piper Perabo,30287,Michael Steinberg,2005
4294,19300000,Recorded Picture Company (RPC),UK,Terry Gilliam,Drama,66453,Tideland,R,11/08/2006,120,6.5,Jeff Bridges,28341,Tony Grisoni,2005
4296,1.80E+07,Revolution Studios,USA,Rupert Wainwright,Horror,29511112,The Fog,PG-13,14/10/2005,100,3.6,Tom Welling,30834,Cooper Layne,2005
4297,3.50E+07,Warner Bros.,USA,Niki Caro,Drama,18324242,North Country,R,21/10/2005,126,7.3,Charlize Theron,34660,Michael Seitzman,2005
4298,2.50E+07,OLC / Rights Entertainment,New Zealand,Roger Donaldson,Biography,5128124,The World's Fastest Indian,PG-13,24/03/2006,127,7.8,Anthony Hopkins,46465,Roger Donaldson,2005
4299,1.00E+08,Columbia Pictures Corporation,USA,Dean Parisot,Comedy,110332737,Fun with Dick and Jane,PG-13,21/12/2005,90,6.1,Jim Carrey,117210,Judd Apatow,2005
4300,5.70E+07,Paramount Pictures,USA,Cameron Crowe,Comedy,26838389,Elizabethtown,PG-13,14/10/2005,123,6.4,Orlando Bloom,61111,Cameron Crowe,2005
4301,7500000,Warner Independent Pictures (WIP),USA,George Clooney,Biography,31501218,"Good Night, and Good Luck.",PG,04/11/2005,93,7.5,David Strathairn,86894,George Clooney,2005
4302,8.00E+06,Crunk Pictures,USA,Craig Brewer,Crime,22201636,Hustle & Flow,R,22/07/2005,116,7.4,Terrence Howard,34921,Craig Brewer,2005
4304,2.20E+07,Columbia Pictures Corporation,USA,Mike Bigelow,Comedy,22264487,Deuce Bigalow: European Gigolo,R,12/08/2005,83,4.6,Rob Schneider,43334,Harris Goldberg,2005
4305,8.50E+07,Columbia Pictures Corporation,USA,Nora Ephron,Comedy,62252415,Bewitched,PG-13,24/06/2005,102,4.8,Nicole Kidman,61436,Nora Ephron,2005
4307,3.00E+07,Aardman Animations,UK,Steve Box,Animation,56110897,The Curse of the Were-Rabbit,G,07/10/2005,85,7.5,Peter Sallis,105471,Steve Box,2005
4308,3200000,Dimension Films,USA,John Gulager,Action,54556,Feast,R,18/01/2007,95,6.4,Navi Rawat,26705,Marcus Dunstan,2005
4309,2.00E+07,AITD Productions,Canada,Uwe Boll,Action,5178569,Alone in the Dark,R,28/01/2005,99,2.3,Christian Slater,38854,Elan Mastai,2005
4311,1.50E+07,EuropaCorp,France,Tommy Lee Jones,Adventure,5023275,Three Burials,R,24/02/2006,121,7.4,Tommy Lee Jones,35479,Guillermo Arriaga,2005
4313,3.00E+07,Miramax,USA,Lasse Hallström,Adventure,8586392,An Unfinished Life,PG-13,16/09/2005,108,7,Jennifer Lopez,25594,Mark Spragg,2005
4314,4.50E+07,Castle Rock Entertainment,USA,John Pasquin,Action,48478006,Miss Congeniality 2: Armed and Fabulous,PG-13,24/03/2005,115,5,Sandra Bullock,56280,Marc Lawrence,2005
4315,4.50E+07,EuropaCorp,France,Louis Leterrier,Action,24520892,Unleashed,R,13/05/2005,103,7,Jet Li,89513,Luc Besson,2005
4316,8.00E+07,Universal Pictures,UK,Sydney Pollack,Crime,72708161,The Interpreter,PG-13,22/04/2005,128,6.4,Nicole Kidman,89351,Martin Stellman,2005
4317,3.20E+07,Revolution Studios,USA,Brian Levant,Adventure,82674398,Are We There Yet?,PG,21/01/2005,95,4.6,Ice Cube,24485,Steven Gary Banks,2005
4318,3.80E+07,Dimension Films,Germany,Wes Craven,Comedy,19297522,La marca de la bestia,PG-13,25/02/2005,97,5,Christina Ricci,27364,Kevin Williamson,2005
4319,3.00E+07,Fox 2000 Pictures,USA,Bobby Farrelly,Comedy,42071069,Fever Pitch,PG-13,08/04/2005,104,6.2,Drew Barrymore,37872,Lowell Ganz,2005
4320,1.35E+08,Columbia Pictures Corporation,USA,Rob Cohen,Action,32116746,Stealth,PG-13,29/07/2005,121,5,Josh Lucas,47130,W.D. Richter,2005
4322,4.50E+07,Universal Pictures,USA,Jesse Dylan,Comedy,52580895,Kicking & Screaming,PG,13/05/2005,95,5.6,Will Ferrell,31788,Leo Benvenuti,2005
4323,1500000,IFC Productions,USA,Rebecca Miller,Drama,712294,The Ballad of Jack and Rose,R,08/04/2005,100,6.7,Daniel Day-Lewis,9875,Rebecca Miller,2005
4324,9.00E+05,Andrea Sperling Productions,USA,Jamie Babbit,Crime,381186,The Quiet,R,25/08/2006,96,6.4,Camilla Belle,13952,Abdi Nazemian,2005
4326,2.00E+07,Rogue Pictures,France,Jean-François Richet,Action,19976073,Assault on Precinct 13,R,19/01/2005,109,6.3,Ethan Hawke,68103,John Carpenter,2005
4328,2.50E+07,Serendipity Point Films,Canada,Atom Egoyan,Crime,871527,Where the Truth Lies,UNRATED,07/10/2005,107,6.5,Kevin Bacon,15631,Atom Egoyan,2005
4329,3.50E+07,Columbia Pictures Corporation,USA,Kevin Rodney Sullivan,Comedy,68915888,Guess Who,PG-13,25/03/2005,105,5.9,Ashton Kutcher,35503,William Rose,2005
4330,2.50E+07,Boll Kino Beteiligungs GmbH & Co. KG,Germany,Uwe Boll,Action,2405420,BloodRayne,R,06/01/2006,95,2.9,Kristanna Loken,31478,Guinevere Turner,2005
4331,2.00E+07,Screen Gems,USA,Stephen Kay,Drama,46752382,Boogeyman,PG-13,04/02/2005,89,4.1,Barry Watson,27378,Eric Kripke,2005
4333,1.40E+07,Twentieth Century Fox Film Corporation,USA,Wayne Wang,Comedy,32645546,Because of Winn-Dixie,PG,18/02/2005,106,6.4,AnnaSophia Robb,9001,Kate DiCamillo,2005
4334,2500000,REN-Mar Studios,USA,Marcos Siega,Comedy,305688,Pretty Persuasion,R,15/06/2007,100,6.6,Evan Rachel Wood,9036,Skander Halim,2005
4335,1.00E+07,Milkshake Films,USA,Danny Cannon,Drama,4280577,Goal! The Dream Begins,PG-13,12/05/2006,118,6.7,Kuno Becker,53872,Mike Jefferies,2005
4336,8.00E+07,Miramax,USA,John Dahl,Action,10166502,The Great Raid,R,12/08/2005,132,6.7,Benjamin Bratt,19340,William B. Breuer,2005
4337,3.00E+07,Warner Bros.,USA,Gary David Goldberg,Comedy,43894863,Must Love Dogs,PG-13,29/07/2005,98,5.9,Diane Lane,27405,Claire Cook,2005
4338,1.00E+06,Rogue Pictures,USA,Jeff Wadlow,Drama,10047674,Cry_Wolf,PG-13,16/09/2005,90,5.9,Julian Morris,23845,Jeff Wadlow,2005
4340,3.00E+07,Paramount Pictures,USA,Richard Linklater,Comedy,32868349,Bad News Bears,PG-13,22/07/2005,113,5.8,Billy Bob Thornton,18270,Bill Lancaster,2005
4341,1.00E+06,Belladonna Productions,USA,Duncan Tucker,Adventure,9015303,Transamerica,R,03/03/2006,103,7.4,Felicity Huffman,37575,Duncan Tucker,2005
4344,33100000,Twentieth Century Fox Film Corporation,USA,Steve Carr,Comedy,16808336,Rebound,PG,01/07/2005,86,5.1,Martin Lawrence,11109,William Wolff,2005
4345,4.00E+07,Revolution Studios,USA,Stephen Herek,Action,19699706,Man of the House,PG-13,25/02/2005,100,5.4,Tommy Lee Jones,20682,John J. McLaughlin,2005
4346,2.00E+07,Universal Pictures,USA,D.J. Caruso,Drama,22862049,Two for the Money,R,07/10/2005,122,6.2,Matthew McConaughey,38668,Dan Gilroy,2005
4347,1.60E+07,Tag Entertainment,USA,Steve Boyum,Action,3101301,Supercross,PG-13,17/08/2005,80,4.1,Steve Howey,4076,Ken Solarz,2005
4348,2.50E+07,Universal Pictures,USA,Mark Rosman,Comedy,16247775,The Perfect Man,PG,17/06/2005,100,5.5,Hilary Duff,24927,Michael McQuown,2005
4349,7.00E+06,Warner Independent Pictures (WIP),USA,Liev Schreiber,Comedy,1705595,Everything Is Illuminated,PG-13,14/10/2005,106,7.5,Elijah Wood,52683,Jonathan Safran Foer,2005
4350,3.00E+07,Alcon Entertainment,USA,Frederik Du Chau,Adventure,49772522,Racing Stripes,PG,14/01/2005,102,5.2,Frankie Muniz,13521,David Schmidt,2005
